abomin,0.693147181,1.098612289
abraham,0.693147181,0.693147181
afflict,1.098612289,2.079441542
altar,1.945910149,1.098612289
ambassador,1.386294361,0.693147181
angel,0.693147181,0.693147181
anger,2.890371758,1.386294361
art,2.63905733,1.609437912
asham,2.197224577,1.098612289
basilisk,1.098612289,0.693147181
bear,1.791759469,1.098612289
beauti,2.079441542,1.098612289
blood,2.48490665,1.386294361
born,1.098612289,1.386294361
bring,2.772588722,2.890371758
burn,2.564949357,1.098612289
burneth,0.693147181,1.098612289
cast,2.63905733,2.079441542
child,2.397895273,0.693147181
children,3.044522438,1.791759469
citi,3.828641396,1.791759469
clean,1.609437912,0.693147181
cometh,2.48490665,1.609437912
dark,2.197224577,1.791759469
daughter,2.708050201,1.386294361
dead,1.945910149,0.693147181
deliv,2.944438979,1.098612289
desol,2.079441542,1.945910149
destroy,3.044522438,1.386294361
destruct,2.397895273,1.098612289
devour,2.564949357,0.693147181
die,1.945910149,1.098612289
distress,1.791759469,0.693147181
divid,1.791759469,0.693147181
dog,1.098612289,1.386294361
doth,2.833213344,1.386294361
draw,1.609437912,1.791759469
dwell,2.944438979,1.386294361
ear,2.995732274,1.098612289
earth,4.025351691,2.48490665
enemi,1.098612289,1.791759469
err,1.791759469,0.693147181
everlast,1.609437912,2.079441542
evil,2.833213344,1.945910149
eye,3.218875825,2.079441542
fail,1.945910149,1.098612289
father,2.48490665,1.945910149
fear,2.63905733,1.609437912
fire,3.044522438,2.197224577
flesh,1.609437912,1.945910149
forgotten,1.386294361,0.693147181
forsaken,2.397895273,1.386294361
gate,2.302585093,1.386294361
glori,3.33220451,2.708050201
glorious,1.945910149,1.945910149
god,4.143134726,3.135494216
gold,2.302585093,1.386294361
gone,2.197224577,0.693147181
hand,4.143134726,2.833213344
harlot,1.386294361,0.693147181
heart,3.218875825,2.63905733
heaven,2.48490665,1.791759469
help,1.945910149,0.693147181
holi,3.218875825,2.944438979
honour,2.302585093,1.098612289
hope,0.693147181,0.693147181
